start date-time,end date-time,reason,duration,duration (seconds),monitor URL,monitor name
2025-09-13 18:42:50,,502 Bad Gateway,,,https://cab002ae-a992-4742-a420-7ee2cf218aca-00-3lmnozw0689ni.pike.replit.dev,cab002ae-a992-4742-a420-7ee2cf218aca-00-3lmnozw0689ni.pike.replit.dev
